Municipality,Year,Indy_percent,Unio_percent
Ascó,2012,65.59,30.38
Ascó,2015,64.26,30.86
Aspa,1980,34.05,46.49
Aspa,1984,40.59,58.24
Aspa,1988,39.51,53.7
Aspa,1992,48.84,48.84
Aspa,1995,47.71,52.29
Aspa,1999,50.3,47.88
Aspa,2003,43.79,53.85
Aspa,2006,45.8,51.91
Aspa,2010,50.86,42.24
Aspa,2012,58.46,39.23
Aspa,2015,51.35,42.57
"Avellanes i Santa Linya, les",1980,34.53,7.55
"Avellanes i Santa Linya, les",1984,71.62,27.72
"Avellanes i Santa Linya, les",1988,75.84,17.1
"Avellanes i Santa Linya, les",1992,82.67,16.61
"Avellanes i Santa Linya, les",1995,75.5,24.5
"Avellanes i Santa Linya, les",1999,73.13,25.37
"Avellanes i Santa Linya, les",2003,75,23.36
"Avellanes i Santa Linya, les",2006,68.24,30.2
"Avellanes i Santa Linya, les",2010,66.42,27.99
"Avellanes i Santa Linya, les",2012,79.26,18.15
"Avellanes i Santa Linya, les",2015,82.28,14.24
Avià,1980,57.79,19.19
Avià,1984,83.32,13.66
Avià,1988,84.37,11.72
Avià,1992,88.65,9.3
Avià,1995,82.23,17.2
Avià,1999,80.75,17.66
Avià,2003,81.54,17.24
Avià,2006,74.86,23.01
Avià,2010,64.99,13.53
Avià,2012,86.61,9
Avià,2015,87.33,9.85
Avinyó,1980,57.16,14.8
Avinyó,1984,85.7,10.55
Avinyó,1988,82.31,16.57
Avinyó,1992,85.87,12.4
Avinyó,1995,80.56,19.44
Avinyó,1999,82.42,17.18
Avinyó,2003,85.2,14.58
Avinyó,2006,83.84,15.74
Avinyó,2010,78.31,12.44
Avinyó,2012,85.65,11.57
Avinyó,2015,83.36,12.68
Avinyonet de Puigventós,1980,32.06,43.51
Avinyonet de Puigventós,1984,61.16,30.58
Avinyonet de Puigventós,1988,56.1,28.46
Avinyonet de Puigventós,1992,71.71,20.39
Avinyonet de Puigventós,1995,67.56,31.56
Avinyonet de Puigventós,1999,67.3,29.84
Avinyonet de Puigventós,2003,66.3,33.04
Avinyonet de Puigventós,2006,58.86,37.64
Avinyonet de Puigventós,2010,55.68,29.55
Avinyonet de Puigventós,2012,64.95,30.45
Avinyonet de Puigventós,2015,61.85,35.94
Avinyonet del Penedès,1980,45.87,33.71
Avinyonet del Penedès,1984,75.81,19.72
Avinyonet del Penedès,1988,73.49,22.03
Avinyonet del Penedès,1992,73.91,25
Avinyonet del Penedès,1995,72.29,27.29
Avinyonet del Penedès,1999,75.29,23.69
Avinyonet del Penedès,2003,74.47,24.73
Avinyonet del Penedès,2006,61.95,36.13
Avinyonet del Penedès,2010,57.09,30
Avinyonet del Penedès,2012,68.4,26.98
Avinyonet del Penedès,2015,69.37,28.4
Badalona,1980,23.89,60.79
Badalona,1984,34.91,58.17
Badalona,1988,33.32,59.36
Badalona,1992,40.71,52.74
Badalona,1995,38.68,60.15
Badalona,1999,34.83,61.11
Badalona,2003,36.39,61.67
Badalona,2006,36.57,60.59
Badalona,2010,37.2,54.62
Badalona,2012,32.13,61.49
Badalona,2015,31.18,65.8
Badia del Vallès,1995,25.64,72.74
Badia del Vallès,1999,20.2,72.91
Badia del Vallès,2003,20.11,77.49
Badia del Vallès,2006,19.63,76.33
Badia del Vallès,2010,23.25,65.94
Badia del Vallès,2012,16.29,73.34
Badia del Vallès,2015,14.67,81.97
Bagà,1980,44.9,37.4
Bagà,1984,68.01,24.54
Bagà,1988,60.3,33.15
Bagà,1992,73.28,23.75
Bagà,1995,62.02,36.92
Bagà,1999,57.03,41.83
Bagà,2003,59.23,39.59
Bagà,2006,57.95,39.34
Bagà,2010,58.52,29.26
Bagà,2012,70.33,24.5
Bagà,2015,71.6,25.14
Baix Pallars,1980,70.04,12.36
Baix Pallars,1984,75.71,17.81
Baix Pallars,1988,70.56,26.67
Baix Pallars,1992,77.97,18.64
Baix Pallars,1995,64.89,35.11
Baix Pallars,1999,61.75,37.79
Baix Pallars,2003,59.64,39.46
Baix Pallars,2006,48.06,49.03
Baix Pallars,2010,57.07,31.94
Baix Pallars,2012,75.48,21.15
Baix Pallars,2015,75.31,23.05
Balaguer,1980,35.25,39.98
Balaguer,1984,64.34,32.76
Balaguer,1988,59.08,37.43
Balaguer,1992,62.76,35.09
Balaguer,1995,62.67,36.98
Balaguer,1999,58.88,39.51
Balaguer,2003,56.68,42.09
Balaguer,2006,55.06,43.51
Balaguer,2010,56.76,33.7
Balaguer,2012,62.8,33.61
Balaguer,2015,61.1,35.45
Balenyà,1980,53.85,30.17
Balenyà,1984,70.17,26.11
Balenyà,1988,67.67,27.68
Balenyà,1992,70.63,24.95
Balenyà,1995,72.28,26.99
Balenyà,1999,66.91,31.25
Balenyà,2003,66.37,32.68
Balenyà,2006,61.71,35.72
Balenyà,2010,58.85,24.39
Balenyà,2012,65.72,27.31
Balenyà,2015,67.89,28.67
Balsareny,1980,32.81,53.05
Balsareny,1984,60.68,37.29
Balsareny,1988,58.37,38.7
Balsareny,1992,64.28,33.84
Balsareny,1995,61.07,38.28
Balsareny,1999,57.71,41.33
Balsareny,2003,57.3,41.88
Balsareny,2006,52.53,46.46
Balsareny,2010,54.81,33.24
Balsareny,2012,60.47,33.75
Balsareny,2015,59.34,37.28
Banyeres del Penedès,1980,38.25,43.05
Banyeres del Penedès,1984,42.78,54.65
Banyeres del Penedès,1988,44.46,46.33
Banyeres del Penedès,1992,49.59,45.64
Banyeres del Penedès,1995,48.14,50.85
Banyeres del Penedès,1999,46.59,51.71
Banyeres del Penedès,2003,45.67,54.04
Banyeres del Penedès,2006,44.23,53.26
Banyeres del Penedès,2010,44.76,45.75
Banyeres del Penedès,2012,42.97,51.84
Banyeres del Penedès,2015,41.04,55.18
Banyoles,1980,59.67,22.98
Banyoles,1984,72.8,23.04
Banyoles,1988,66.43,25.5
Banyoles,1992,76.3,20.72
Banyoles,1995,71.09,28.51
Banyoles,1999,75.69,22.78
Banyoles,2003,73.93,25.18
Banyoles,2006,67.96,29.57
Banyoles,2010,63.26,20.03
Banyoles,2012,80.91,15.31
Banyoles,2015,82.42,15.35
Barbens,1980,37.8,37.27
Barbens,1984,63.53,33.65
Barbens,1988,61.26,35.35
Barbens,1992,71.33,27.49
Barbens,1995,66.94,32.85
Barbens,1999,64.55,34.09
Barbens,2003,69.03,29.87
Barbens,2006,66.83,32.42
Barbens,2010,55.1,26.02
Barbens,2012,70.25,27.07
Barbens,2015,71.88,21.09
Barberà de la Conca,1980,22.65,58.97
Barberà de la Conca,1984,50.45,48.2
Barberà de la Conca,1988,42.59,51.85
Barberà de la Conca,1992,42.33,51.16
Barberà de la Conca,1995,57.83,41.77
Barberà de la Conca,1999,44.66,49.51
Barberà de la Conca,2003,48.28,50.43
Barberà de la Conca,2006,42.08,53.96
Barberà de la Conca,2010,34.8,50
Barberà de la Conca,2012,72.03,24.58
Barberà de la Conca,2015,71.33,24.37
Barberà del Vallès,1980,19.55,64.21
Barberà del Vallès,1984,26.99,58.93
Barberà del Vallès,1988,25.63,66.81
Barberà del Vallès,1992,31.62,57.37
Barberà del Vallès,1995,33.31,65.32
Barberà del Vallès,1999,29.39,65
Barberà del Vallès,2003,29.66,68.53
Barberà del Vallès,2006,29.38,67.16
Barberà del Vallès,2010,34.44,56.8
Barberà del Vallès,2012,26.64,65.62
Barberà del Vallès,2015,26.58,69.8
Barcelona,1980,39.75,41.22
Barcelona,1984,54,41.86
Barcelona,1988,52.4,40.76
Barcelona,1992,55.87,39.69
Barcelona,1995,49.54,49.56
Barcelona,1999,43.33,54.16
Barcelona,2003,43.97,54.81
Barcelona,2006,42.51,55.24
Barcelona,2010,44.22,46.81
Barcelona,2012,47.05,47.84
Barcelona,2015,47.45,48.41
"Baronia de Rialb, la",1980,25.74,5.15
"Baronia de Rialb, la",1984,82.5,13.12
"Baronia de Rialb, la",1988,70.32,12.9
"Baronia de Rialb, la",1992,87.76,11.56
"Baronia de Rialb, la",1995,84.57,15.43
"Baronia de Rialb, la",1999,80.52,16.23
"Baronia de Rialb, la",2003,82.74,16.07
"Baronia de Rialb, la",2006,87.97,11.28
"Baronia de Rialb, la",2010,80,10.71
"Baronia de Rialb, la",2012,88.82,6.58
"Baronia de Rialb, la",2015,75.44,18.13
Bàscara,1980,65.93,13.02
Bàscara,1984,83.41,14.15
Bàscara,1988,81.94,14.67
Bàscara,1992,82.43,15.09
Bàscara,1995,74.69,24.69
Bàscara,1999,79.17,18.2
Bàscara,2003,78.33,20.91
Bàscara,2006,68.58,28.54
Bàscara,2010,63.3,21.03
Bàscara,2012,76.92,18.32
Bàscara,2015,78.96,19.2
Bassella,1980,35.24,4.76
Bassella,1984,70.72,27
Bassella,1988,76.96,15.21
Bassella,1992,76.04,21.66
Bassella,1995,70.26,28.88
Bassella,1999,68.16,31.28
Bassella,2003,72.73,27.27
Bassella,2006,68.03,31.97
Bassella,2010,62.76,26.9
Bassella,2012,77.55,19.05
Bassella,2015,70.13,18.83
Batea,1980,18.14,29.82
Batea,1984,50.27,49.05
Batea,1988,48.84,49.35
Batea,1992,49.25,49.5
Batea,1995,54.49,45.43
Batea,1999,51.37,47.56
Batea,2003,46.97,52.88
Batea,2006,37.49,61.06
Batea,2010,37.94,57.31
Batea,2012,56.83,40.62
Batea,2015,54.36,39.44
Bausen,1980,81.67,6.67
Bausen,1984,25.93,70.37
Bausen,1988,61.11,33.33
Bausen,1992,91.38,6.9
Bausen,1995,89.58,8.33
Bausen,1999,65.31,34.69
Bausen,2003,76.67,23.33
Bausen,2006,60,40
Bausen,2010,72.41,17.24
Bausen,2012,50,45.83
Bausen,2015,34.21,52.63
Begues,1980,61.39,15.83
Begues,1984,78.29,18.95
Begues,1988,72.46,20.19
Begues,1992,74.85,21.26
Begues,1995,68.07,30.66
Begues,1999,61.9,35.59
Begues,2003,57.12,41.43
Begues,2006,53.46,44.89
Begues,2010,56.37,34.08
Begues,2012,59.91,35.01
Begues,2015,57.51,38.95
Begur,1980,53.65,39.64
Begur,1984,58.17,36.85
Begur,1988,53.98,41.06
Begur,1992,59.07,37.52
Begur,1995,58.22,41.48
Begur,1999,56.37,42.34
Begur,2003,55.73,43.34
Begur,2006,54.2,42.87
Begur,2010,56.27,36.2
Begur,2012,57.63,36.86
Begur,2015,56.47,39.79
Belianes,1980,31.88,33.16
Belianes,1984,57.32,35.86
Belianes,1988,60.96,32.87
Belianes,1992,66.11,32.89
Belianes,1995,58.89,41.11
Belianes,1999,60.94,38.78
Belianes,2003,64.27,35.47
Belianes,2006,60.06,38.99
Belianes,2010,59.93,28.99
Belianes,2012,71.6,26.23
Belianes,2015,75.43,20.57
Bell-lloc d'Urgell,1980,47.2,16.79
Bell-lloc d'Urgell,1984,66.83,29.01
Bell-lloc d'Urgell,1988,60.86,28.91
Bell-lloc d'Urgell,1992,64.85,31.19
Bell-lloc d'Urgell,1995,69.05,30.57
Bell-lloc d'Urgell,1999,62.12,36.31
Bell-lloc d'Urgell,2003,66.8,32.8
Bell-lloc d'Urgell,2006,64.31,34.51
Bell-lloc d'Urgell,2010,63.36,23.88
Bell-lloc d'Urgell,2012,73.02,24.23
Bell-lloc d'Urgell,2015,70.85,25.72
Bellaguarda,1980,39.02,39.02
Bellaguarda,1984,75.84,21.35
Bellaguarda,1988,80.23,16.86
Bellaguarda,1992,80.75,17.65
Bellaguarda,1995,73.5,26.5
Bellaguarda,1999,69.04,29.95
Bellaguarda,2003,69.47,30.09
Bellaguarda,2006,67.03,32.97
Bellaguarda,2010,66.29,28
Bellaguarda,2012,72.63,22.91
Bellaguarda,2015,76.15,18.81
Bellcaire d'Empordà,1980,44.05,46.83
Bellcaire d'Empordà,1984,72.24,24.2
Bellcaire d'Empordà,1988,63.77,29.35
Bellcaire d'Empordà,1992,64.98,32.81
Bellcaire d'Empordà,1995,65.54,33.23
Bellcaire d'Empordà,1999,65.02,30.65
Bellcaire d'Empordà,2003,61.7,38.3
Bellcaire d'Empordà,2006,64.29,34.74
Bellcaire d'Empordà,2010,62.81,23.12
Bellcaire d'Empordà,2012,80.94,17.75
Bellcaire d'Empordà,2015,81.64,15.22
Bellcaire d'Urgell,1980,36.4,23.96
Bellcaire d'Urgell,1984,74.04,16.24
Bellcaire d'Urgell,1988,65.66,31.67
Bellcaire d'Urgell,1992,70.14,27.2
Bellcaire d'Urgell,1995,68.73,31.05
Bellcaire d'Urgell,1999,69.96,29.09
Bellcaire d'Urgell,2003,74.7,25.3
Bellcaire d'Urgell,2006,72.06,27.53
Bellcaire d'Urgell,2010,71.16,21.56
Bellcaire d'Urgell,2012,79.7,17.15
Bellcaire d'Urgell,2015,80.66,16.16
Bellmunt d'Urgell,1980,32.08,33.96
Bellmunt d'Urgell,1984,75.19,20.3
Bellmunt d'Urgell,1988,74.44,21.8
Bellmunt d'Urgell,1992,83.59,14.06
Bellmunt d'Urgell,1995,78.26,21.74
Bellmunt d'Urgell,1999,82.86,16.43
Bellmunt d'Urgell,2003,78.17,20.42
Bellmunt d'Urgell,2006,76.23,22.95
Bellmunt d'Urgell,2010,77.57,15.89
Bellmunt d'Urgell,2012,80.67,15.13
Bellmunt d'Urgell,2015,74.19,18.55
Bellmunt del Priorat,1980,24.77,46.85
Bellmunt del Priorat,1984,41.77,54.85
Bellmunt del Priorat,1988,46.48,50.23
Bellmunt del Priorat,1992,52.43,45.63
Bellmunt del Priorat,1995,59.36,40.64
Bellmunt del Priorat,1999,50.93,48.15
Bellmunt del Priorat,2003,64.49,35.05
Bellmunt del Priorat,2006,55.1,41.33
Bellmunt del Priorat,2010,48.08,37.18
Bellmunt del Priorat,2012,68.02,28.49
Bellmunt del Priorat,2015,69.84,29.1
Bellprat,1980,38.89,42.59
Bellprat,1984,92.86,7.14
Bellprat,1988,92.59,5.56
Bellprat,1992,75,22.92
Bellprat,1995,83.64,16.36
Bellprat,1999,90.2,7.84
Bellprat,2003,76.47,23.53
Bellprat,2006,73.68,26.32
Bellprat,2010,70.21,25.53
Bellprat,2012,77.08,18.75
Bellprat,2015,67.86,26.79
Bellpuig,1980,56.34,15.46
Bellpuig,1984,78.61,18.05
Bellpuig,1988,76.38,20.24
Bellpuig,1992,77.96,18.95
Bellpuig,1995,75.72,23.66
Bellpuig,1999,73.45,24.99
Bellpuig,2003,75.72,23.71
Bellpuig,2006,71.03,28
Bellpuig,2010,65.14,20.06
Bellpuig,2012,77.14,18.59
Bellpuig,2015,78.1,18.47
Bellvei,1980,16.63,34.97
Bellvei,1984,61.57,36.79
Bellvei,1988,39.01,35.53
Bellvei,1992,54.85,42.54
Bellvei,1995,54.05,45.66
Bellvei,1999,51.94,45.97
Bellvei,2003,50.26,48.97
Bellvei,2006,45.02,52.9
Bellvei,2010,46.37,39.71
Bellvei,2012,45.47,48.92
Bellvei,2015,39.23,57.02
Bellver de Cerdanya,1980,65.83,15.55
Bellver de Cerdanya,1984,82.06,16.79
Bellver de Cerdanya,1988,69.8,24.79
Bellver de Cerdanya,1992,78.63,18.89
Bellver de Cerdanya,1995,77.61,21.95
Bellver de Cerdanya,1999,68.41,30.21
Bellver de Cerdanya,2003,72.59,27.1
Bellver de Cerdanya,2006,72.46,26.49
Bellver de Cerdanya,2010,69.48,17.95
Bellver de Cerdanya,2012,76.65,18.65
Bellver de Cerdanya,2015,76.15,20.41
Bellvís,1980,45.8,29.97
Bellvís,1984,69.16,23.19
Bellvís,1988,69.32,25.11
Bellvís,1992,79.07,19.38
Bellvís,1995,76.66,23.19
Bellvís,1999,74.61,24.48
Bellvís,2003,73.98,25.78
Bellvís,2006,69.72,29.56
Bellvís,2010,66.2,19.35
Bellvís,2012,84.19,12.88
Bellvís,2015,84.32,13.09
Benavent de Segrià,1980,52.45,21.17
Benavent de Segrià,1984,83.76,13.39
Benavent de Segrià,1988,80.55,14.59
Benavent de Segrià,1992,90.05,8.33
Benavent de Segrià,1995,83.93,15.35
Benavent de Segrià,1999,70.29,29.3
Benavent de Segrià,2003,70.8,28.71
Benavent de Segrià,2006,61.74,37.19
Benavent de Segrià,2010,61.97,28.33
Benavent de Segrià,2012,68.23,28.08
Benavent de Segrià,2015,71.26,25.72
Benifallet,1980,7.13,55.52
Benifallet,1984,25.14,73.73
Benifallet,1988,34.5,62.6
Benifallet,1992,54.48,44.24
Benifallet,1995,55.06,44.61
Benifallet,1999,54.77,44.67
Benifallet,2003,51.44,47.98
Benifallet,2006,54.5,44.8
Benifallet,2010,55.43,39.59
Benifallet,2012,61.87,36.3
Benifallet,2015,62.45,35.19
Benissanet,1980,53.74,20
Benissanet,1984,68.04,28.75
Benissanet,1988,62.06,34.19
Benissanet,1992,67.1,31.25
Benissanet,1995,72.26,27.59
Benissanet,1999,72.21,26.24
Benissanet,2003,76.35,23.65
Benissanet,2006,68.56,30.9
Benissanet,2010,57.94,26.59
Benissanet,2012,78.56,18.2
Benissanet,2015,78.59,18.59
Berga,1980,52.11,27.23
Berga,1984,66.52,29.16
Berga,1988,66.21,29.69
Berga,1992,71.68,25.98
Berga,1995,66.46,33.18
Berga,1999,63.91,35.21
Berga,2003,62.48,36.55
Berga,2006,63.73,34.3
Berga,2010,55.21,24.92
Berga,2012,74.81,20.82
Berga,2015,76.93,20
Besalú,1980,51.53,34.24
Besalú,1984,69.67,27.65
Besalú,1988,46.15,42.74
Besalú,1992,72.1,25.13
Besalú,1995,66.9,32.72
Besalú,1999,71.05,27.78
Besalú,2003,76.34,22.99
Besalú,2006,70.27,28.03
Besalú,2010,63.92,22.16
Besalú,2012,82.3,14.78
Besalú,2015,85.38,12.68
Bescanó,1980,63.14,25.92
Bescanó,1984,80.28,17.83
Bescanó,1988,79.35,17.07
Bescanó,1992,84.77,14.24
Bescanó,1995,78.08,21.59
Bescanó,1999,77.79,19.99
Bescanó,2003,75.3,23.75
Bescanó,2006,69.93,27.2
Bescanó,2010,60.72,18.52
Bescanó,2012,81.02,15.03
Bescanó,2015,82.94,14.99
Beuda,1980,56.16,32.88
Beuda,1984,72.88,25.42
Beuda,1988,42,40
Beuda,1992,69.23,26.92
Beuda,1995,48.61,47.22
Beuda,1999,70.15,29.85
Beuda,2003,53.93,44.94
Beuda,2006,52.05,45.21
Beuda,2010,50,40.7
Beuda,2012,69.07,23.71
Beuda,2015,83.33,14.91
Bigues i Riells,1980,67.54,13.25
Bigues i Riells,1984,78.11,19.56
Bigues i Riells,1988,76.78,20.26
Bigues i Riells,1992,79.25,18.78
Bigues i Riells,1995,63.34,35.76
Bigues i Riells,1999,60.75,37.26
Bigues i Riells,2003,60.15,38.75
Bigues i Riells,2006,56.34,41.69
Bigues i Riells,2010,52.45,36.06
Bigues i Riells,2012,55.91,37.71
Bigues i Riells,2015,52.96,43.26
Biosca,1980,39.79,2.62
Biosca,1984,90.96,7.45
Biosca,1988,88.76,8.43
Biosca,1992,90.29,9.14
Biosca,1995,84.48,15.52
Biosca,1999,85.71,13.19
Biosca,2003,88.05,11.95
Biosca,2006,78.87,20.42
Biosca,2010,85.22,7.83
Biosca,2012,80.8,18.4
Biosca,2015,72.73,21.21
"Bisbal d'Empordà, la",1980,47.07,33.42
"Bisbal d'Empordà, la",1984,55.89,33.85
"Bisbal d'Empordà, la",1988,58.54,37.97
"Bisbal d'Empordà, la",1992,63.91,33.04
"Bisbal d'Empordà, la",1995,60.4,39.12
"Bisbal d'Empordà, la",1999,58.68,38.97
"Bisbal d'Empordà, la",2003,59.58,38.8
"Bisbal d'Empordà, la",2006,55.91,41.32
"Bisbal d'Empordà, la",2010,52.5,31.56
"Bisbal d'Empordà, la",2012,69.88,25.45
"Bisbal d'Empordà, la",2015,71.53,26.01
"Bisbal de Falset, la",1980,24.87,29.53
"Bisbal de Falset, la",1984,72.22,24.69
"Bisbal de Falset, la",1988,77.6,21.6
"Bisbal de Falset, la",1992,86.36,10
"Bisbal de Falset, la",1995,89.55,10.45
"Bisbal de Falset, la",1999,79.84,16.94
"Bisbal de Falset, la",2003,90.71,8.57
"Bisbal de Falset, la",2006,82.58,16.67
"Bisbal de Falset, la",2010,77.59,15.52
"Bisbal de Falset, la",2012,94.24,4.32
"Bisbal de Falset, la",2015,86.01,7.69
"Bisbal del Penedès, la",1980,61.59,21.93
"Bisbal del Penedès, la",1984,78.04,19.29
"Bisbal del Penedès, la",1988,71.08,24.72
"Bisbal del Penedès, la",1992,72.42,24.04
"Bisbal del Penedès, la",1995,71.46,28.21
"Bisbal del Penedès, la",1999,63.17,35.57
"Bisbal del Penedès, la",2003,62.48,36.64
"Bisbal del Penedès, la",2006,58.43,39.82
"Bisbal del Penedès, la",2010,50.57,38.1
"Bisbal del Penedès, la",2012,51.19,42.65
"Bisbal del Penedès, la",2015,46.48,50.76
Biure,1980,35.71,25.4
Biure,1984,70.18,26.32
Biure,1988,58.09,31.62
Biure,1992,62.31,31.54
Biure,1995,64.84,33.59
Biure,1999,68.55,27.42
Biure,2003,60.45,38.81
Biure,2006,63.5,34.31
Biure,2010,63.48,24.35
Biure,2012,70.49,24.59
Biure,2015,66.9,30.34
Blancafort,1980,38.93,34.29
Blancafort,1984,69.23,29.23
Blancafort,1988,67.36,30.54
Blancafort,1992,51.56,45.78
Blancafort,1995,65.93,33.63
Blancafort,1999,63.43,29.63
Blancafort,2003,75.66,23.89
Blancafort,2006,69.63,28.5
Blancafort,2010,69.63,20.42
Blancafort,2012,81.78,14.98
Blancafort,2015,86.89,8.61
Blanes,1980,39.39,41.67
Blanes,1984,47.05,46.5
Blanes,1988,48.07,44.55
Blanes,1992,50.19,44.01
Blanes,1995,48.67,50.51
Blanes,1999,45.19,48.95
Blanes,2003,43.03,55.65
Blanes,2006,44.25,53.6
Blanes,2010,42.66,48.98
Blanes,2012,41.21,53.83
Blanes,2015,40.57,56.16
Boadella i les Escaules,1980,50,24.59
Boadella i les Escaules,1984,69.05,27.78
Boadella i les Escaules,1988,73.02,19.84
Boadella i les Escaules,1992,80.17,16.38
Boadella i les Escaules,1995,68.35,30.94
Boadella i les Escaules,1999,68.1,28.45
Boadella i les Escaules,2003,62.5,35.29
Boadella i les Escaules,2006,57.41,39.81
Boadella i les Escaules,2010,53.19,29.08
Boadella i les Escaules,2012,73.47,25.85
Boadella i les Escaules,2015,76.25,20
Bolvir,1980,56.78,3.39
Bolvir,1984,85.93,14.07
Bolvir,1988,84.44,10.37
Bolvir,1992,85.12,6.61
Bolvir,1995,78.2,21.8
Bolvir,1999,71.92,24.66
Bolvir,2003,79.62,18.47
Bolvir,2006,81.95,15.04
Bolvir,2010,68.42,14.83
Bolvir,2012,80.8,15.18
Bolvir,2015,77.06,15.14
Bonastre,1980,73.63,6.97
Bonastre,1984,91.78,8.22
Bonastre,1988,89.57,7.58
Bonastre,1992,90.16,7.1
Bonastre,1995,80.41,19.59
Bonastre,1999,74.21,21.58
Bonastre,2003,71.62,27.48
Bonastre,2006,61.14,37.99
Bonastre,2010,55.77,28.08
Bonastre,2012,57.23,32.7
Bonastre,2015,64.67,33.53
"Bòrdes, Es",1980,33.33,33.33
"Bòrdes, Es",1984,45.88,47.06
"Bòrdes, Es",1988,72.83,19.57
"Bòrdes, Es",1992,77,20
"Bòrdes, Es",1995,72.81,27.19
"Bòrdes, Es",1999,51.26,47.9
"Bòrdes, Es",2003,54.4,44
"Bòrdes, Es",2006,48.28,50
"Bòrdes, Es",2010,45.45,48.18
"Bòrdes, Es",2012,42.28,50.41
"Bòrdes, Es",2015,32.05,63.46
Bordils,1980,47.1,23.18
Bordils,1984,73.76,23.69
Bordils,1988,70.27,24.54
Bordils,1992,78.05,17.99
Bordils,1995,68.69,30.56
Bordils,1999,71.74,26.24
Bordils,2003,68.59,29.41
Bordils,2006,64.84,31.84
Bordils,2010,61.2,19.73
Bordils,2012,80.59,15.35
Bordils,2015,83.37,14.11
"Borges Blanques, les",1980,47.05,26.5
"Borges Blanques, les",1984,72.45,23.14
"Borges Blanques, les",1988,68.24,28.09
"Borges Blanques, les",1992,74.44,22.93
"Borges Blanques, les",1995,76.17,23.52
"Borges Blanques, les",1999,74.28,24.24
"Borges Blanques, les",2003,75.02,23.65
"Borges Blanques, les",2006,72.9,25.36
"Borges Blanques, les",2010,65.25,19.85
"Borges Blanques, les",2012,78.81,17.96
"Borges Blanques, les",2015,76.76,19.47
"Borges del Camp, les",1980,53.25,24.28
"Borges del Camp, les",1984,56.91,40.5
"Borges del Camp, les",1988,65.06,28.92
"Borges del Camp, les",1992,72.62,25.43
"Borges del Camp, les",1995,74.94,24.72
"Borges del Camp, les",1999,73.84,25.62
"Borges del Camp, les",2003,73.45,26.06
"Borges del Camp, les",2006,69.96,28.47
"Borges del Camp, les",2010,66.83,23.15
"Borges del Camp, les",2012,75.72,20.22
"Borges del Camp, les",2015,72.09,24.67
Borrassà,1980,39.72,34.49
Borrassà,1984,82.09,15.54
Borrassà,1988,77.99,15.06
Borrassà,1992,90.51,6.2
Borrassà,1995,84.24,14.79
Borrassà,1999,86.73,12.62
Borrassà,2003,86.17,12.68
Borrassà,2006,77.93,20.95
Borrassà,2010,74.8,11.8
Borrassà,2012,85.96,11.62
Borrassà,2015,81.21,15.77
Borredà,1980,41.39,15.75
Borredà,1984,86.79,11.64
Borredà,1988,73.21,23.57
Borredà,1992,79.85,19.78
Borredà,1995,61.51,38.17
Borredà,1999,63.47,34.32
Borredà,2003,65.98,32.99
Borredà,2006,61.94,38.06
Borredà,2010,59.53,25.29
Borredà,2012,80.82,15.41
Borredà,2015,83.23,11.28
Bossòst,1980,33.16,38.2
Bossòst,1984,39.95,59.31
Bossòst,1988,52.31,43.96
Bossòst,1992,50.22,47.39
Bossòst,1995,44.51,54.88
Bossòst,1999,43.61,55.58
Bossòst,2003,43.07,56.57
Bossòst,2006,34.97,64.18
Bossòst,2010,36.44,60.38
Bossòst,2012,28.38,68.19
Bossòst,2015,22.97,72.47
Bot,1980,24.2,36.21
Bot,1984,67.02,31.32
Bot,1988,68.23,29.06
Bot,1992,67.26,32.02
Bot,1995,63.33,36.49
Bot,1999,61.67,37.74
Bot,2003,66.92,32.33
Bot,2006,65.26,34.08
Bot,2010,52.24,43.29
Bot,2012,68.59,29.02
Bot,2015,70.22,25.06
Botarell,1980,36.75,25.21
Botarell,1984,62.99,34.65
Botarell,1988,63.6,29.29
Botarell,1992,69.26,27.71
Botarell,1995,66.14,33.54
Botarell,1999,60.44,37.69
Botarell,2003,62.38,36.67
Botarell,2006,57.52,41.59
Botarell,2010,49.68,34.84
Botarell,2012,67.11,29.47
Botarell,2015,65.29,30.57
Bovera,1980,38.52,27.78
Bovera,1984,76.34,21.51
Bovera,1988,76.65,20.7
Bovera,1992,82.68,16.88
Bovera,1995,89.76,10.24
Bovera,1999,87.75,11.86
Bovera,2003,84.27,15.73
Bovera,2006,77.72,21.29
Bovera,2010,86.29,9.71
Bovera,2012,86.05,11.63
Bovera,2015,84.13,10.05
Bràfim,1980,55.81,19.19
Bràfim,1984,74.41,22.43
Bràfim,1988,71.24,23.92
Bràfim,1992,77.33,21.87
Bràfim,1995,75.07,24.41
Bràfim,1999,73.89,23.61
Bràfim,2003,77.01,22.16
Bràfim,2006,71.51,26.45
Bràfim,2010,61.99,26.17
Bràfim,2012,74.11,23.71
Bràfim,2015,68.7,28.36
Breda,1980,49.21,19.84
Breda,1984,72.29,25.41
Breda,1988,69.64,25.31
Breda,1992,77.09,19.47
Breda,1995,70.5,28.86
Breda,1999,70.45,27.64
Breda,2003,69.2,29.39
Breda,2006,67.02,31.06
Breda,2010,63.86,23.48
Breda,2012,75.45,21.5
Breda,2015,77.3,21.07
"Bruc, el",1980,51.41,35.03
"Bruc, el",1984,65.02,33
"Bruc, el",1988,59.41,35.75
"Bruc, el",1992,72.43,25.56
"Bruc, el",1995,73.15,26.43
"Bruc, el",1999,61.33,36
"Bruc, el",2003,60.17,38.97
